Total_hectares,Vegetation_type,Adult_trees,Saplings,Shrubs,Herbaceous,Leaf_litter,Fire_regime,Type_of_fire,Size,Cause,Impact_type
13.2,46,9.5,0,1.6,2.1,0,0,1,1,14,2
17,46,4.5,4,0,8.5,0,0,1,1,14,2
55,46,0,0,0,0,55,0,1,3,14,2
80,46,10,20,0,30,20,0,1,3,14,2
1600,46,160,40,640,0,760,0,1,5,14,2
125,46,55,5,0,20,45,0,1,5,14,2
151.7,46,30,8,49,24,0,0,1,5,14,2
2313.75,46,250,63.75,0,2000,0,0,1,5,14,2
724,46,0,150,0,174,300,0,1,5,14,2
263.84,46,0,100,50,50,0,0,1,5,14,2
1904,46,0,300,200,300,804,0,1,5,14,2
2.5,46,0.25,0,0.25,2,0,0,2,0,14,2
83.42,46,10,5,10,0,58.42,1,1,3,14,2
66.29,46,16,7,25,7.29,11,1,1,3,14,2
40,47,0,40,0,0,0,0,0,2,0,2
43.21,47,10,0,20,0,13.21,0,1,2,0,2
95,47,45,0,30,20,0,0,1,3,0,2
50.44,47,0,2.44,4,15,29,0,1,3,0,2
88.58,47,0,30,15,10,23.58,0,1,3,0,2
6,47,2,1,3,0,0,0,1,4,0,2
716,47,358,358,0,0,0,0,1,5,0,2
598.35,47,110,33,125,80.35,150,0,1,5,0,2
701.87,47,80,60,170,200.87,191,0,1,5,0,2
348.3,47,100,0,68.3,180,0,0,1,5,0,2
1278,47,300,140,10,200,628,0,1,5,0,2
362,47,5,37,230,90,0,0,1,5,0,2
233.1,47,0,100,0,50,50,0,1,5,0,2
165.85,47,0,25,13.5,18.7,45.65,0,1,5,0,2
146,47,0,50,20,30,26,0,1,5,0,2
2,47,0,1,1,0,0,0,2,0,0,2
5,47,0,1,3,0,1,0,2,0,0,2
3.5,47,3,0,0,0.5,0,0,2,0,0,2
0.5,47,0,0.5,0,0,0,0,2,0,0,2
2.5,47,0,1.5,1,0,0,0,2,0,0,2
0.5,47,0,0.5,0,0,0,0,2,0,0,2
2.5,47,0,1,1.5,0,0,0,2,0,0,2
3,47,0,0,0,0,2,0,2,0,0,2
12,47,0,0,10,2,0,0,2,1,0,2
20,47,0,2,10,8,0,0,2,1,0,2
21,47,0,0,0,4,13,0,2,2,0,2
50,47,0,5,35,10,0,0,2,2,0,2
36.77,47,0,0,0,0,36.77,0,2,2,0,2
86.69,47,0,0,6.69,15,60,0,2,3,0,2
86,47,0,0,0,86,0,0,2,3,0,2
590,47,10,15,300,265,0,0,2,5,0,2
300,47,0,50,120,10,120,0,2,5,0,2
120,47,20,50,30,20,0,0,2,5,0,2
2144.06,47,254.06,335,445,555,555,1,1,5,0,2
81.29,47,0,0,0,81.29,0,1,2,3,0,2
167.55,47,0,0,0,67.55,100,1,2,5,0,2
292,47,0,50,150,92,0,1,2,5,0,2
8.5,47,2,0.5,6,0,0,0,0,4,1,2
4,47,2,0,0,0,2,0,1,0,1,2
2.5,47,1,0,0,0,1.5,0,1,0,1,2
4,47,2,0,2,0,0,0,1,0,1,2
20,47,5,5,10,0,0,0,1,1,1,2
13,47,10,1,2,0,0,0,1,1,1,2
37,47,15,2,10,0,10,0,1,2,1,2
60,47,20,15,15,0,10,0,1,3,1,2
60,47,0,2,12,22,24,0,1,3,1,2
5,47,0,3,2,0,0,0,2,0,1,2
5,47,0,2,2,0,1,0,2,0,1,2
5,47,0,2,3,0,0,0,2,0,1,2
6,47,1,2,2,1,0,0,2,4,1,2
10,47,0,5,5,0,0,0,2,4,1,2
163.06,47,0,23.06,0,0,140,0,2,5,1,2
814,47,0,30,0,630,154,0,2,5,1,2
70,47,7,0,40,23,0,0,0,3,5,2
40,47,3,7,22,8,0,0,1,2,5,2
35,47,0,5,20,10,0,0,1,2,5,2
40,47,15,5,20,0,0,0,1,2,5,2
33.26,47,5,2,10,1.26,15,0,1,2,5,2
2565,47,585,730,800,450,0,0,1,5,5,2
136.63,47,136.63,0,0,0,0,0,1,5,5,2
106,47,5,5,50,46,0,0,1,5,5,2
400,47,20,65,205,110,0,0,1,5,5,2
187.49,47,8,25,78,58.49,18,0,1,5,5,2
1530,47,30,150,850,500,0,0,1,5,5,2
1527,47,87,74,469,412,485,0,1,5,5,2
648.27,47,51.8,32.5,129.57,259.2,175.2,0,1,5,5,2
893.87,47,178,357,90.87,0,268,0,1,5,5,2
129.64,47,6.64,3,30,30,60,0,1,5,5,2
481.37,47,72.2,96.27,72.2,0,240.7,0,1,5,5,2
788.16,47,30,50,300,208.16,200,0,1,5,5,2
3,47,0,1,2,0,0,0,2,0,5,2
2.5,47,0,0,0,0,2.5,0,2,0,5,2
20,47,0,3,7,10,0,0,2,1,5,2
25,47,0,5,15,5,0,0,2,2,5,2
25,47,0,0,15,10,0,0,2,2,5,2
25,47,0,5,15,5,0,0,2,2,5,2
50,47,0,15,0,0,35,0,2,2,5,2
28.2,47,4,0,6.2,0,10,0,2,2,5,2
38,47,0,10,18,10,0,0,2,2,5,2
70,47,0,0,70,0,0,0,2,3,5,2
9,47,0,1,6,2,0,0,2,4,5,2
600,47,0,0,400,200,0,0,2,5,5,2
500,47,0,50,200,250,0,0,2,5,5,2
698,47,90,170,240,130,68,0,2,5,5,2
588,47,0,50,150,388,0,0,2,5,5,2
370,47,0,20,200,150,0,0,2,5,5,2
123,47,0,0,123,0,0,0,2,5,5,2
312.62,47,0,0,50,244.62,0,0,2,5,5,2
1078,47,0,0,100,300,277,0,2,5,5,2
368,47,0,0,90,80,90,0,2,5,5,2
2505,47,0,0,310,678,730,0,2,5,5,2
2863,47,0,0,430,750,850,0,2,5,5,2
678,47,0,0,86,128,144,0,2,5,5,2
941.31,47,301,200,400,40.31,0,1,1,5,6,2
996,47,50,180,567,199,0,0,1,5,7,2
1,47,0,1,0,0,0,0,2,0,7,2
20,47,0,0,10,10,0,0,2,1,7,2
240,47,0,40,0,40,100,0,2,5,7,2
1100,47,200,30,650,70,150,0,1,5,8,2
570,47,0,0,228,114,114,0,2,5,8,2
954,47,0,100,54,200,400,0,1,5,9,2
1,47,0,1,0,0,0,0,2,0,9,2
3.26,47,0,0,2,0.26,1,0,2,0,11,2
28.2,47,13,12,3.2,0,0,0,2,2,11,2
1586.67,47,0,115,70,470,392,0,2,5,11,2
70,47,15,3,52,0,0,0,1,3,13,2
515.47,47,29.31,12,125.4,176.15,129.51,0,1,5,13,2
190.31,47,134.21,33.6,12,0,10.5,0,0,5,14,2
20350,47,450,0,6000,13100,800,0,1,5,14,2
23809,47,1660,710,5950,14289,1200,0,1,5,14,2
800,47,300,100,100,100,100,0,1,5,14,2
1806,47,150,0,0,1570,86,0,1,5,14,2
890.61,47,383.22,6.71,500.68,0,0,0,1,5,14,2
200,47,25,20,25,40,90,0,1,5,14,2
3630,47,3630,0,0,0,0,0,1,5,14,2
573.31,47,0,77,180.36,95.95,220,0,1,5,14,2
1065,47,400,400,100,100,65,0,1,5,14,2
1770.21,47,308.5,105.71,837,328,191,0,1,5,14,2
179.5,47,0,70,10,20,0,0,1,5,14,2
1483,47,0,53,200,246,354,0,1,5,14,2
1206,47,0,26,140,335,347,0,1,5,14,2
662.2,47,0,100,80,120,162.2,0,1,5,14,2
1164,47,0,30,34,220,80,0,1,5,14,2
2447,47,0,0,550,637,560,0,2,5,14,2
1199,47,0,0,0,428,325,0,2,5,14,2
1004,47,0,0,208,270,296,0,2,5,14,2
790,47,0,0,38,145,205,0,2,5,14,2
160,47,75,5,50,30,0,1,1,5,14,2
547.04,47,44,0,139,147,217.04,1,1,5,14,2
257.46,47,0,30,200,27.46,0,1,2,5,14,2
220,49,0,1,175,44,0,4,2,5,5,2
180.74,49,18.07,0,126.51,36.16,0,4,2,5,7,2
4.9,55,0,0,1.96,2.94,0,4,2,0,0,2
175,55,20,18,105,32,0,4,1,5,14,2
1,57,0,1,0,0,0,5,2,0,1,2
95,57,0,15,30,50,0,5,2,3,5,2
15,58,0,0,7,8,0,0,2,1,0,2
14,60,3,0,0,11,0,0,1,1,4,2
9,60,2,0,0,7,0,0,1,4,4,2
850,60,2,0,0,848,0,0,1,5,4,2
1002,60,2,0,0,1000,0,0,1,5,4,2
597,60,0,2,0,595,0,0,1,5,4,2
88,60,2,0,6,80,0,0,2,3,4,2
397,60,0,0,0,397,0,0,2,5,4,2
1008.85,60,0,0,0,1008.85,0,6,2,5,4,2
31.39,60,0,0,31.39,0,0,6,2,2,9,2
5.09,60,0,0,0,5.09,0,0,2,4,13,2
320,60,0,0,75,245,0,0,2,5,14,2
38.85,60,0,0,0,38.85,0,6,2,2,14,2
